protocol_id,dataset,model_version,training_scope,precision,recall,threshold
A,main_holdout,v8_semantic_main,main_only,0.10690265486725664,1.0,0.0008423162858864722
A,main_holdout,v8_semantic_main,main_only,0.10709219858156029,1.0,0.0008512334754088659
A,main_holdout,v8_semantic_main,main_only,0.10728241563055062,1.0,0.0008662136571762092
A,main_holdout,v8_semantic_main,main_only,0.10747330960854093,1.0,0.0008891783189566235
A,main_holdout,v8_semantic_main,main_only,0.10766488413547237,1.0,0.0009094865283684826
A,main_holdout,v8_semantic_main,main_only,0.10785714285714286,1.0,0.0009206486432087931
A,main_holdout,v8_semantic_main,main_only,0.10805008944543829,1.0,0.0009331182725114396
A,main_holdout,v8_semantic_main,main_only,0.1082437275985663,1.0,0.0009594524942835101
A,main_holdout,v8_semantic_main,main_only,0.10843806104129264,1.0,0.0009769064125852093
A,main_holdout,v8_semantic_main,main_only,0.10863309352517986,1.0,0.001000548864818164
A,main_holdout,v8_semantic_main,main_only,0.10882882882882883,1.0,0.0010183533722350562
A,main_holdout,v8_semantic_main,main_only,0.10902527075812274,1.0,0.0010393457329952948
A,main_holdout,v8_semantic_main,main_only,0.10922242314647378,1.0,0.001053649274202912
A,main_holdout,v8_semantic_main,main_only,0.10942028985507246,1.0,0.0010813919300038527
A,main_holdout,v8_semantic_main,main_only,0.10961887477313975,1.0,0.0011057182374224807
A,main_holdout,v8_semantic_main,main_only,0.10981818181818181,1.0,0.0011197622653992274
A,main_holdout,v8_semantic_main,main_only,0.11001821493624772,1.0,0.0011393319293360087
A,main_holdout,v8_semantic_main,main_only,0.11021897810218978,1.0,0.0011515987720003013
A,main_holdout,v8_semantic_main,main_only,0.11042047531992688,1.0,0.0011680733156564298
A,main_holdout,v8_semantic_main,main_only,0.11062271062271062,1.0,0.0011848415582162057
A,main_holdout,v8_semantic_main,main_only,0.11082568807339449,1.0,0.001202311084450985
A,main_holdout,v8_semantic_main,main_only,0.11102941176470588,1.0,0.0012169349953249082
A,main_holdout,v8_semantic_main,main_only,0.11123388581952118,1.0,0.0012272032444718523
A,main_holdout,v8_semantic_main,main_only,0.11143911439114391,1.0,0.0012568816791942933
A,main_holdout,v8_semantic_main,main_only,0.11164510166358595,1.0,0.0012807463910905197
A,main_holdout,v8_semantic_main,main_only,0.1118725689942582,1.0,0.0012993700436345474
A,main_holdout,v8_semantic_main,main_only,0.11208016329560215,1.0,0.0013126102203303057
A,main_holdout,v8_semantic_main,main_only,0.11228852946644358,1.0,0.0013346363945922095
A,main_holdout,v8_semantic_main,main_only,0.11249767181970571,1.0,0.0013437058096737644
A,main_holdout,v8_semantic_main,main_only,0.11270759470050383,1.0,0.0013652241795293102
A,main_holdout,v8_semantic_main,main_only,0.11291830248644606,1.0,0.0013829493475605622
A,main_holdout,v8_semantic_main,main_only,0.11312979958793781,1.0,0.0013935961930006471
A,main_holdout,v8_semantic_main,main_only,0.11334209044848939,1.0,0.0014178344453519868
A,main_holdout,v8_semantic_main,main_only,0.11355517954502727,1.0,0.001428093716931477
A,main_holdout,v8_semantic_main,main_only,0.1137690713882087,1.0,0.001438114427748468
A,main_holdout,v8_semantic_main,main_only,0.11398377052274014,1.0,0.0014756060536490385
A,main_holdout,v8_semantic_main,main_only,0.114199281527699,1.0,0.0014935809480025749
A,main_holdout,v8_semantic_main,main_only,0.11441560901685925,1.0,0.0015112567187162067
A,main_holdout,v8_semantic_main,main_only,0.11463275763902069,1.0,0.0015244955758719311
A,main_holdout,v8_semantic_main,main_only,0.11485073207834189,1.0,0.0015647001890904731
A,main_holdout,v8_semantic_main,main_only,0.11506953705467708,1.0,0.0015986838946084384
A,main_holdout,v8_semantic_main,main_only,0.11528917732391677,1.0,0.0016216624556283032
A,main_holdout,v8_semantic_main,main_only,0.11550965767833238,1.0,0.0016410979532776376
A,main_holdout,v8_semantic_main,main_only,0.1157309829469247,1.0,0.0016545003591096656
A,main_holdout,v8_semantic_main,main_only,0.11595315799577655,1.0,0.001673241430755984
A,main_holdout,v8_semantic_main,main_only,0.1161761877284093,1.0,0.001698349432573033
A,main_holdout,v8_semantic_main,main_only,0.11640007708614376,1.0,0.0017323557478309004
A,main_holdout,v8_semantic_main,main_only,0.11662483104846495,1.0,0.0017599199157858855
A,main_holdout,v8_semantic_main,main_only,0.11685045463339137,1.0,0.0017853000014666498
A,main_holdout,v8_semantic_main,main_only,0.11707695289784842,1.0,0.0018063182210184127
A,main_holdout,v8_semantic_main,main_only,0.11730433093804622,1.0,0.001831789513117472
A,main_holdout,v8_semantic_main,main_only,0.11753259388986184,1.0,0.0018682913500218136
A,main_holdout,v8_semantic_main,main_only,0.11776174692922597,1.0,0.0018912510532299645
